,material,durability,skin,name,category,tier,npc_sell_price,id,stats,unstackable,rarity_salvageable,salvages,color,soulbound,glowing,requirements,museum,generator,generator_tier,furniture,item_specific,description,upgrade_costs,gear_score,dungeon_item,gemstone_slots,dungeon_item_conversion_cost,catacombs_requirements,enchantments,hide_from_viewrecipe_command,sword_type,ability_damage_scaling,origin,tiered_stats,motes_sell_price,can_have_attributes,crystal,salvageable_from_recipe,rift_transferrable,salvage,private_island,cannot_reforge,lose_motes_value_on_transfer,prestige
631,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1Njg1Mzg2OTA1MTYsInByb2ZpbGVJZCI6IjQxZDNhYmMyZDc0OTQwMGM5MDkwZDU0MzRkMDM4MzFiIiwicHJvZmlsZU5hbWUiOiJNZWdha2xvb24iLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzU3MjI4ZGVkYmZmOWUxMTRkNWU0Y2U3ZjhlMzljM2JmYjA3ZjJjMmYxMjE1NDVhOGRjNzgwM2RmYzA0ODQ3ODYifX19,Revenant Minion VIII,,RARE,,REVENANT_GENERATOR_8,,,,,,,,,,REVENANT,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
632,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1Njg1Mzg0NzQ2OTQsInByb2ZpbGVJZCI6IjQxZDNhYmMyZDc0OTQwMGM5MDkwZDU0MzRkMDM4MzFiIiwicHJvZmlsZU5hbWUiOiJNZWdha2xvb24iLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzczZGUwNTZjZWRiZDg4YzYxY2ZmOTNjMWY5N2U0Y2M2OWYwZGFmY2RhYzNjYTYyMDEzZTNjMDUyN2ZiNTI0NSJ9fX0=,Revenant Minion V,,RARE,,REVENANT_GENERATOR_5,,,,,,,,,,REVENANT,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
633,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1Njg1MzgzMjQ3MjgsInByb2ZpbGVJZCI6IjQxZDNhYmMyZDc0OTQwMGM5MDkwZDU0MzRkMDM4MzFiIiwicHJvZmlsZU5hbWUiOiJNZWdha2xvb24iLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2QzODY1NDgyMzc3ZmI1NGJjMDdkYzc2MzNhNWEyNWJiYWFlY2MzZTk5NzhjMDRiZjYwODc3NmRhMWY4YTE1NGEifX19,Revenant Minion III,,RARE,,REVENANT_GENERATOR_3,,,,,,,,,,REVENANT,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
634,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1Njg1Mzg1MzQxMTAsInByb2ZpbGVJZCI6IjQxZDNhYmMyZDc0OTQwMGM5MDkwZDU0MzRkMDM4MzFiIiwicHJvZmlsZU5hbWUiOiJNZWdha2xvb24iLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2Q1MTYxNjIwN2NiMTBjNjQxNGFhNzgxMmU1NmUzZjRiNDA4ZWFjN2M1ZGRjOTAxMWZlNzk0YjQxYjdhZTdjMjQifX19,Revenant Minion VI,,RARE,,REVENANT_GENERATOR_6,,,,,,,,,,REVENANT,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
635,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1Njg1Mzg4MTY3MzYsInByb2ZpbGVJZCI6IjQxZDNhYmMyZDc0OTQwMGM5MDkwZDU0MzRkMDM4MzFiIiwicHJvZmlsZU5hbWUiOiJNZWdha2xvb24iLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2QwMTk3YzhhNGVhY2EyZTVjYzFiMjg3YWM4NGM2MmVmOGM5ZjYzMDY4MjE4MTA1MjkyZGQ4OWMzZjdlNjQ1OTYifX19,Revenant Minion X,,RARE,,REVENANT_GENERATOR_10,,,,,,,,,,REVENANT,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
636,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc2NDA4MjksInByb2ZpbGVJZCI6IjkxZmUxOTY4N2M5MDQ2NTZhYTFmYzA1OTg2ZGQzZmU3IiwicHJvZmlsZU5hbWUiOiJoaGphYnJpcyIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNzYxMDFmNGJiMDAwNTE4YmJlZGM0YjExNDdhOTIwYTk5ZjE0MWI4YTY3OWYyOTg0ZmI5NDc0MWEzM2VlZDY5ZiJ9fX0=,Magma Cube Minion IX,,RARE,,MAGMA_CUBE_GENERATOR_9,,,,,,,,,,MAGMA_CUBE,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
637,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1NzAyMDksInByb2ZpbGVJZCI6IjgyYzYwNmM1YzY1MjRiNzk4YjkxYTEyZDNhNjE2OTc3IiwicHJvZmlsZU5hbWUiOiJOb3ROb3RvcmlvdXNOZW1vIiwic2lnbmF0dXJlUmVxdWlyZWQiOnRydWUsInRleHR1cmVzIjp7IlNLSU4iOnsidXJsIjoiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS81ZGUwMTUzYWExOGQzNDkzOWI3ZDI5N2MxMTBlN2EyMDc3Nzk5MDhjZWUwNzBlMzI3OGEzZDRkYzllOTdiMTIyIn19fQ==,Magma Cube Minion VI,,RARE,,MAGMA_CUBE_GENERATOR_6,,,,,,,,,,MAGMA_CUBE,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
638,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1MTk3MjAsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzIxMmZmNDdmNWM4YjM4ZTk2ZTk0MGI5OTU3OTU4ZTM3ZDYxMDkxOGRmOWI2NjRiMGMxMWJkNjI0Njc5OWY0YWYifX19,Magma Cube Minion II,,RARE,,MAGMA_CUBE_GENERATOR_2,,,,,,,,,,MAGMA_CUBE,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
639,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1NTg1NTUsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzVhNzQzMzNlZDVjNTRhZWY5NWFlYWQ2MGMyMWU1NDExMzFkNzk3ZDNmMGQ3YTY0NzkxNWQ3YTAzYmJlNGE1ZmUifX19,Magma Cube Minion V,,RARE,,MAGMA_CUBE_GENERATOR_5,,,,,,,,,,MAGMA_CUBE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
640,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc2Mjc2MjIsInByb2ZpbGVJZCI6ImIwZDczMmZlMDBmNzQwN2U5ZTdmNzQ2MzAxY2Q5OGNhIiwicHJvZmlsZU5hbWUiOiJPUHBscyIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzY1YzcwMjM5Mzk4OGUwMzEyZjU2YzAwYzZlNzNjOGNmNTEwYjg5ZGYwNWFkNzY2YTY1YjM2YTFmMjgxYjYwNCJ9fX0=,Magma Cube Minion VIII,,RARE,,MAGMA_CUBE_GENERATOR_8,,,,,,,,,,MAGMA_CUBE,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
641,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5MTk4NTQzMTMsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzE4YzlhN2EyNGRhN2UzMTgyZTRmNjJmYTYyNzYyZTIxZTE2ODA5NjIxOTdjNzQyNDE0NGFlMWQyYzQyMTc0ZjcifX19,Magma Cube Minion I,,RARE,,MAGMA_CUBE_GENERATOR_1,,,,,,,,,,MAGMA_CUBE,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
642,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc3MDgwNzcsInByb2ZpbGVJZCI6ImIwZDRiMjhiYzFkNzQ4ODlhZjBlODY2MWNlZTk2YWFiIiwicHJvZmlsZU5hbWUiOiJ4RmFpaUxlUiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmFiMmFmNmIwOGMzYWNlZGQyMzI4ZTE1MmVmNzE3N2Y2YmJiNjE3ZGM5ODVkZmJmZWNkYzk4MmUwNDkzOWIwNCJ9fX0=,Magma Cube Minion XII,,RARE,,MAGMA_CUBE_GENERATOR_12,,,,,,,,,,MAGMA_CUBE,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
643,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1NDQzMzIsInByb2ZpbGVJZCI6ImIwZDRiMjhiYzFkNzQ4ODlhZjBlODY2MWNlZTk2YWFiIiwicHJvZmlsZU5hbWUiOiJ4RmFpaUxlUiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNjk4OTA5NzQ2NjQwODlkMWQwOGEzNGQ1ZmViZWFkNGJiMzQ1MDhmOTAyYWE2MjRlMGJlMDJiNjFkMDE3OGI3ZiJ9fX0=,Magma Cube Minion IV,,RARE,,MAGMA_CUBE_GENERATOR_4,,,,,,,,,,MAGMA_CUBE,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
644,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc3MDgwNzcsInByb2ZpbGVJZCI6ImIwZDRiMjhiYzFkNzQ4ODlhZjBlODY2MWNlZTk2YWFiIiwicHJvZmlsZU5hbWUiOiJ4RmFpaUxlUiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNmFiMmFmNmIwOGMzYWNlZGQyMzI4ZTE1MmVmNzE3N2Y2YmJiNjE3ZGM5ODVkZmJmZWNkYzk4MmUwNDkzOWIwNCJ9fX0=,Magma Cube Minion XI,,RARE,,MAGMA_CUBE_GENERATOR_11,,,,,,,,,,MAGMA_CUBE,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
645,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc2NjQ5NDEsInByb2ZpbGVJZCI6IjU3MGIwNWJhMjZmMzRhOGViZmRiODBlY2JjZDdlNjIwIiwicHJvZmlsZU5hbWUiOiJMb3JkU29ubnkiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2U5ZTY3YzM4NjBjYzFkMzZjYjQ5MzBlMGFlMDQ4OGM2NGFiYzRlOTEwYjQyMjRkYzkxNjBkMjczYzNhZjBiYmEifX19,Magma Cube Minion X,,RARE,,MAGMA_CUBE_GENERATOR_10,,,,,,,,,,MAGMA_CUBE,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
646,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1ODE3MjYsInByb2ZpbGVJZCI6IjkxZjA0ZmU5MGYzNjQzYjU4ZjIwZTMzNzVmODZkMzllIiwicHJvZmlsZU5hbWUiOiJTdG9ybVN0b3JteSIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYmY3NzU3MjM5M2I0YjQyMDU1OWYxN2E1NmNiNTVmOWVjNDdjM2U5OTU4NDAzMTg0Njk5ZGJhMjdkMTJmM2VmMiJ9fX0=,Magma Cube Minion VII,,RARE,,MAGMA_CUBE_GENERATOR_7,,,,,,,,,,MAGMA_CUBE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
647,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5Mzc1MzMwMjAsInByb2ZpbGVJZCI6IjkxZjA0ZmU5MGYzNjQzYjU4ZjIwZTMzNzVmODZkMzllIiwicHJvZmlsZU5hbWUiOiJTdG9ybVN0b3JteSIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMzc2ZDBiOWViOWU1NjMzZDIxNDI0ZjZlYWFkZThiZDQxMjRiOWM5MWYzZmExZjZiZTUxMmZlMGI1MWQ2YTAxMyJ9fX0=,Magma Cube Minion III,,RARE,,MAGMA_CUBE_GENERATOR_3,,,,,,,,,,MAGMA_CUBE,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
648,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5MjAwNDc1MjYsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2QyNzAwOTNiZTYyZGZkMzAxOWY5MDgwNDNkYjU3MGI1ZGZkMzY2ZmQ1MzQ1ZmNjZjlkYTM0MGU3NWM3MDFhNjAifX19,Quartz Minion I,,RARE,,QUARTZ_GENERATOR_1,,,,,,,,,,QUARTZ,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
649,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY1MTE5NjcsInByb2ZpbGVJZCI6IjkxZjA0ZmU5MGYzNjQzYjU4ZjIwZTMzNzVmODZkMzllIiwicHJvZmlsZU5hbWUiOiJTdG9ybVN0b3JteSIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2FlZWM5ZWYxOTJlNzMzYmZjYjcyM2FmZDQ4OWNiZjQ3MzVlN2NmZGQyZWM0NWNhZTkyNDAwOWE4ZjA5MzcwOCJ9fX0=,Quartz Minion XI,,RARE,,QUARTZ_GENERATOR_11,,,,,,,,,,QUARTZ,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
650,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDYzNTY5NTAsInByb2ZpbGVJZCI6IjVkODgxNDRhMzhjYzRkZWVhODA3MzYwODc2YzIxYzU4IiwicHJvZmlsZU5hbWUiOiJSZW1WTiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzMwNTUwNmI0NzYwOWQ3MTQ4OGE3OTNjMTI0NzlhZDhiOTkwZjdmMzlmZDdkZTUzYTQ1ZjRjNTA4NzRkMTA1MSJ9fX0=,Quartz Minion II,,RARE,,QUARTZ_GENERATOR_2,,,,,,,,,,QUARTZ,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
651,SKULL_ITEM,3.0,ewogICJ0aW1lc3RhbXAiIDogMTYzODk3MzkxMjU4NCwKICAicHJvZmlsZUlkIiA6ICJkMGI4MjE1OThmMTE0NzI1ODBmNmNiZTliOGUxYmU3MCIsCiAgInByb2ZpbGVOYW1lIiA6ICJqYmFydHl5IiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2NiMjkwM2I1MWUxNmRhN2Q3NzhiN2QwMzUyYzNmZjA4YTIxMjQ1YmM0NzZiNzNjZGI4MjQxN2JhNGZmOGExMzkiCiAgICB9CiAgfQp9,Quartz Minion XII,,RARE,,QUARTZ_GENERATOR_12,,,,,,,,,,QUARTZ,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
652,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDYzNzA1OTQsInByb2ZpbGVJZCI6IjU2Njc1YjIyMzJmMDRlZTA4OTE3OWU5YzkyMDZjZmU4IiwicHJvZmlsZU5hbWUiOiJUaGVJbmRyYSIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvODNmMDIzMTYwYTMyODliOWMyMTQzMTE5NDk0MGM4ZTVmNDVjN2U0MzY4N2NmMTgzNDc1NTE1MWQ3YzIyNTBmNyJ9fX0=,Quartz Minion III,,RARE,,QUARTZ_GENERATOR_3,,,,,,,,,,QUARTZ,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
653,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0MTE4MDEsInByb2ZpbGVJZCI6ImIwZDRiMjhiYzFkNzQ4ODlhZjBlODY2MWNlZTk2YWFiIiwicHJvZmlsZU5hbWUiOiJ4RmFpaUxlUiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWMwZTEwZGU5MzMxZGEyOWUwYTE1ZTczNDc1YTM1MWI4MzM3Y2Q0NzI1YjhiMjQ4ODBmYjcyOGViOWQ2NzlkZCJ9fX0=,Quartz Minion V,,RARE,,QUARTZ_GENERATOR_5,,,,,,,,,,QUARTZ,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
654,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0NzU4MDcsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzI5NzRiYzBiOTc3MWE0YWY5OTRlYTU3MTYzOGFkZjFlOThjZDg5NmFjZjk1Y2MyN2I4OTA5MTU2NjliY2VkZmQifX19,Quartz Minion IX,,RARE,,QUARTZ_GENERATOR_9,,,,,,,,,,QUARTZ,9.0,,,,,,,,,,,,,,,,,,,,,,,,,
655,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0OTkxODYsInByb2ZpbGVJZCI6ImIwZDczMmZlMDBmNzQwN2U5ZTdmNzQ2MzAxY2Q5OGNhIiwicHJvZmlsZU5hbWUiOiJPUHBscyIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvM2FlNDEzNDVkNjc1ZjRlZDRkYzUxNDU2NjIzMDMxMjNjYjgyOGI2ZTFhM2U3MmQ4Mjc4MTc0NDg4NTYyZGZhOSJ9fX0=,Quartz Minion X,,RARE,,QUARTZ_GENERATOR_10,,,,,,,,,,QUARTZ,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
656,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0NjE4ODIsInByb2ZpbGVJZCI6ImIwZDRiMjhiYzFkNzQ4ODlhZjBlODY2MWNlZTk2YWFiIiwicHJvZmlsZU5hbWUiOiJ4RmFpaUxlUiIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvOTg5OTI3OGQwNDY0Mzk3ZGQwNzY0MDg4MTJlZWY0MDc1OGY3NWIxY2RiODJjMDRjMDhjODE1MDM0NTNlMDdlNiJ9fX0=,Quartz Minion VIII,,RARE,,QUARTZ_GENERATOR_8,,,,,,,,,,QUARTZ,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
657,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0NDkyNTYsInByb2ZpbGVJZCI6IjkxZjA0ZmU5MGYzNjQzYjU4ZjIwZTMzNzVmODZkMzllIiwicHJvZmlsZU5hbWUiOiJTdG9ybVN0b3JteSIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYmRlNjQ3NDMxYTI3MTQ5YmYzZjQ2MmEyMjUxNTg2M2FmNmMzNjUzMmMxZjY2NjY4Njg4MTMxY2ExMTQ1M2ZkMSJ9fX0=,Quartz Minion VII,,RARE,,QUARTZ_GENERATOR_7,,,,,,,,,,QUARTZ,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
658,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDY0MjQ0ODMsInByb2ZpbGVJZCI6IjNmYzdmZGY5Mzk2MzRjNDE5MTE5OWJhM2Y3Y2MzZmVkIiwicHJvZmlsZU5hbWUiOiJZZWxlaGEiLCJzaWduYXR1cmVSZXF1aXJlZCI6dHJ1ZSwidGV4dHVyZXMiOnsiU0tJTiI6eyJ1cmwiOiJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzMwMDEyMGNhYmYwYWU3N2ExNDNhZGNhMzRiOWQ3MTg3Y2ExZWY2ZDcyNDI2OWIyNTZkNWUzNjYzYzdmMTliZDkifX19,Quartz Minion VI,,RARE,,QUARTZ_GENERATOR_6,,,,,,,,,,QUARTZ,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
659,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5NDYzOTY3NzgsInByb2ZpbGVJZCI6IjgyYzYwNmM1YzY1MjRiNzk4YjkxYTEyZDNhNjE2OTc3IiwicHJvZmlsZU5hbWUiOiJOb3ROb3RvcmlvdXNOZW1vIiwic2lnbmF0dXJlUmVxdWlyZWQiOnRydWUsInRleHR1cmVzIjp7IlNLSU4iOnsidXJsIjoiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS9jMmJjNmM5OGQ0Y2JhYjY4YWY3ZDg0MzQxMTZhOTJhMzUxMDExMTY1ZjczYTNmNjM1NmZiODhkZjhhZjQwYTQ5In19fQ==,Quartz Minion IV,,RARE,,QUARTZ_GENERATOR_4,,,,,,,,,,QUARTZ,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
660,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5MTkxMjk4MzgsInByb2ZpbGVJZCI6IjJkYzc3YWU3OTQ2MzQ4MDI5NDI4MGM4NDIyNzRiNTY3IiwicHJvZmlsZU5hbWUiOiJzYWR5MDYxMCIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvNWQ4MTVkZjk3M2JjZDAxZWU4ZGZkYjNiZDc0ZjBiN2NiOGZlZjJhNzA1NTllNGZhYTU5MDUxMjdiYmI0YTQzNSJ9fX0=,Cave Spider Minion I,,RARE,,CAVESPIDER_GENERATOR_1,,,,,,,,,,CAVESPIDER,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
661,SKULL_ITEM,3.0,eyJ0aW1lc3RhbXAiOjE1NTc5MzM4NDY3OTUsInByb2ZpbGVJZCI6ImIwZDczMmZlMDBmNzQwN2U5ZTdmNzQ2MzAxY2Q5OGNhIiwicHJvZmlsZU5hbWUiOiJPUHBscyIsInNpZ25hdHVyZVJlcXVpcmVkIjp0cnVlLCJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvYzY4MmM3NGJhNDRhNTIyMWE3MGY5ODE4OGU3NmE0ZTg4ZTQxZjYzMzM2M2E1NGFmMWQyNjI0NzQyMzEzMDYzNiJ9fX0=,Cave Spider Minion V,,RARE,,CAVESPIDER_GENERATOR_5,,,,,,,,,,CAVESPIDER,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
